1,1000,0,1300,0,0,0,0.502886,0,0.502886,50000
1,500,0,1300,0,0,0,0.502886,0,0.502886,50000
1,0,0,1300,0,0,0,0.502886,0,0.502886,50000
1,-500,0,1300,0,0,0,0.502886,0,0.502886,50000
1,-1000,0,1300,0,0,0,0.502886,0,0.502886,50000
1,1400,-500,340,0,0,0,1,0,0,25000
1,700,-500,340,0,0,0,1,0,0,100000
1,0,-500,340,0,0,0,1,0,0,100000
1,-700,-500,340,0,0,0,1,0,0,100000
1,-1400,-500,340,0,0,0,1,0,0,25000
1,1400,500,340,0,0,0,1,1,0,25000
1,700,500,340,0,0,0,1,1,0,25000
1,-700,500,340,0,0,0,1,1,0,25000
1,-1400,500,340,0,0,0,1,1,0,25000
1,1400,500,900,0,0,0,1,0,0,25000
1,700,500,900,0,0,0,1,0,0,100000
1,0,500,900,0,0,0,1,0,0,100000
1,-700,500,900,0,0,0,1,0,0,100000
1,-1400,500,900,0,0,0,1,0,0,25000
1,1400,-500,900,0,0,0,1,1,0,25000
1,700,-500,900,0,0,0,1,1,0,25000
1,1,-500,900,0,0,0,1,1,0,25000
1,-700,-500,900,0,0,0,1,1,0,25000
1,-1400,-500,900,0,0,0,1,1,0,25000
1,1400,0,900,0,0,0,1,1,1,50000
